chapter	path	sha256
I/01	books/vol01_linear_algebra/chapters/ch01_scalars_vectors_and_linear_combinations/chapter.tex	db4a51ee11c1c28ed2ea8eb8500bc36ff901773805a7a11646635ba7a8c36a4f
I/02	books/vol01_linear_algebra/chapters/ch02_subspaces_span_and_linear_independence/chapter.tex	a5a9fc5d83c2f3833b44c4141df1a9bf73d0b248f8c33a288a919b983997f1eb
I/03	books/vol01_linear_algebra/chapters/ch03_bases_and_dimension/chapter.tex	356d092fe89d8c29fa6e7ba5f5c91e9f26303436010b81bd350848878d69c9db
I/04	books/vol01_linear_algebra/chapters/ch04_coordinates_and_change_of_basis/chapter.tex	13a9e500d0132076f118302ac8e417ff4d67966fa053e39923520b33618a14d1
I/05	books/vol01_linear_algebra/chapters/ch05_linear_transformations/chapter.tex	534606260504fa059ee74f3d9d5e0094971fe14a6a04d732bedd4693c578e05b
I/06	books/vol01_linear_algebra/chapters/ch06_kernels_images_and_isomorphisms/chapter.tex	0639958d827128c743611f7830da989e8906ea3b6a9e482bc089d8cb86b2662e
I/07	books/vol01_linear_algebra/chapters/ch07_matrix_representation_of_linear_maps/chapter.tex	2dfb554b1b2d7d3fa676b43303831bbf3644246b3c9a8c6b99450f195f3d4308
I/08	books/vol01_linear_algebra/chapters/ch08_determinants_and_trace/chapter.tex	5110f707bf36005df6e6c759e4598ec576bf2a79547c3e8ad574620020f80428
I/09	books/vol01_linear_algebra/chapters/ch09_eigenvalues_and_eigenvectors/chapter.tex	0df58924073afce8956abf22695672fa81a112d7c09cac9e3a6382f9cb948cbd
I/10	books/vol01_linear_algebra/chapters/ch10_invariant_subspaces_and_triangularization/chapter.tex	312def14a5525024e137ce91f85f256784267f13aefc2d426277798d7a8ef328
I/11	books/vol01_linear_algebra/chapters/ch11_diagonalization_and_minimal_polynomials/chapter.tex	7f6140f1ce40336ead48ecb74ac4b74899dc8ba22c18b39458b4094f4ac3ebdf
I/12	books/vol01_linear_algebra/chapters/ch12_canonical_forms/chapter.tex	8027e6c770098055b2a783a29d64dcebb0bebfd8275add3512792902ff5c2464
I/13	books/vol01_linear_algebra/chapters/ch13_inner_products_and_orthogonality/chapter.tex	363a3ae2d30b7c3ec18c502b64ff7c733e1fcda099dab1820c839faf0c73ff7f
I/14	books/vol01_linear_algebra/chapters/ch14_gram_schmidt_and_orthogonal_projection/chapter.tex	6002a7f160e5cdd1098dc12775c320eace16b7cdf1e1229a2063768f3e01e6a2
I/15	books/vol01_linear_algebra/chapters/ch15_orthogonal_and_unitary_operators/chapter.tex	8cb064d7f1a6002bbdcb585c9c369fb4413af54e3cfb61a0d5f013c13948ffd2
I/16	books/vol01_linear_algebra/chapters/ch16_the_spectral_theorem/chapter.tex	9148efa86d41fdc827c7d3dba99e8361354d95b54d3077aafc30bfa6728b1054
I/17	books/vol01_linear_algebra/chapters/ch17_quadratic_forms/chapter.tex	e47a92f773e020270ace1b727d594221036d45e26032acd8cfc0c66f61d2e988
I/18	books/vol01_linear_algebra/chapters/ch18_singular_value_decomposition/chapter.tex	a8ad1a0a61ea236a46d28de705720ba6e85616fa5cdb74d29507a2baccc9d235
