solution_id	solution_kind	solution_source_file	source_problem_number	old_linked_problem_id	new_linked_problem_id	reconciliation_status	reconciliation_method	confidence	candidate_problem_ids	notes
IMP-DL-18BC6F795C-S002	SOLUTION	Downloads/theory-of-algebraic-topology-9.tex	3	IMP-DL-18BC6F795C-P041	IMP-DL-18BC6F795C-P041	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-18BC6F795C-P041	Existing structural link retained.
IMP-DL-15679DEE8D-S001	SOLUTION	Downloads/theory-of-analysis - Copy.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-EAE0F59552-PSR001065-6AB7FE80;IMP-M2-7EA9DA1D72-PSR001065-6AB7FE80;IMP-M2-D47CB97304-P010;IMP-M2-D47CB97304-P001;IMP-DL-EAE0F59552-PSR002479-42167B9C;IMP-M2-D47CB97304-P002;IMP-M2-D47CB97304-P003;IMP-M2-D47CB97304-P006	No automatic guess applied.
IMP-DL-15679DEE8D-S002	SOLUTION	Downloads/theory-of-analysis - Copy.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-D47CB97304-P002;IMP-M2-D47CB97304-P003;IMP-M2-D47CB97304-P006;IMP-DL-EAE0F59552-PSR001065-6AB7FE80;IMP-M2-D47CB97304-P001;IMP-M2-D47CB97304-P004;IMP-M2-D47CB97304-P009;IMP-DL-EAE0F59552-PSR002479-42167B9C	No automatic guess applied.
IMP-DL-15679DEE8D-S003	SOLUTION	Downloads/theory-of-analysis - Copy.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-D47CB97304-P001;IMP-DL-EAE0F59552-PSR001065-6AB7FE80;IMP-M2-D47CB97304-P007;IMP-M2-D47CB97304-P002;IMP-M2-D47CB97304-P003;IMP-M2-D47CB97304-P004;IMP-M2-D47CB97304-P006;IMP-M2-7EA9DA1D72-PSR001065-6AB7FE80	No automatic guess applied.
IMP-DL-15679DEE8D-S004	SOLUTION	Downloads/theory-of-analysis - Copy.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-D47CB97304-P001;IMP-M2-D47CB97304-P004;IMP-DL-EAE0F59552-PSR001065-6AB7FE80;IMP-M2-D47CB97304-P026;IMP-M2-D47CB97304-R003625-113CB3B8;IMP-M2-7EA9DA1D72-PSR001065-6AB7FE80;IMP-M2-D47CB97304-P002;IMP-M2-D47CB97304-P003	No automatic guess applied.
IMP-DL-15679DEE8D-S005	SOLUTION	Downloads/theory-of-analysis - Copy.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-D47CB97304-P008;IMP-M2-D47CB97304-P007;IMP-M2-D47CB97304-P001;IMP-DL-EAE0F59552-PSR001065-6AB7FE80;IMP-M2-D47CB97304-P004;IMP-M2-7EA9DA1D72-PSR001065-6AB7FE80;IMP-M2-D47CB97304-P002;IMP-M2-D47CB97304-P003	No automatic guess applied.
IMP-DL-15679DEE8D-S006	SOLUTION	Downloads/theory-of-analysis - Copy.tex		IMP-M2-1D2863B81A-P001	IMP-M2-1D2863B81A-P001	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-1D2863B81A-P001	Existing structural link retained.
IMP-DL-15679DEE8D-S007	SOLUTION	Downloads/theory-of-analysis - Copy.tex		IMP-DL-15679DEE8D-P001	IMP-DL-15679DEE8D-P001	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-15679DEE8D-P001	Existing structural link retained.
IMP-DL-15679DEE8D-S008	SOLUTION	Downloads/theory-of-analysis - Copy.tex		IMP-DL-15679DEE8D-P002	IMP-DL-15679DEE8D-P002	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-15679DEE8D-P002	Existing structural link retained.
IMP-DL-15679DEE8D-S009	SOLUTION	Downloads/theory-of-analysis - Copy.tex		IMP-DL-15679DEE8D-P003	IMP-DL-15679DEE8D-P003	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-15679DEE8D-P003	Existing structural link retained.
IMP-DL-15679DEE8D-S010	SOLUTION	Downloads/theory-of-analysis - Copy.tex		IMP-DL-15679DEE8D-P004	IMP-DL-15679DEE8D-P004	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-15679DEE8D-P004	Existing structural link retained.
IMP-DL-15679DEE8D-S011	SOLUTION	Downloads/theory-of-analysis - Copy.tex		IMP-DL-15679DEE8D-P006	IMP-DL-15679DEE8D-P006	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-15679DEE8D-P006	Existing structural link retained.
IMP-DL-15679DEE8D-S012	SOLUTION	Downloads/theory-of-analysis - Copy.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-D47CB97304-P004;IMP-DL-EAE0F59552-PSR001065-6AB7FE80;IMP-M2-7EA9DA1D72-PSR001065-6AB7FE80;IMP-M2-D47CB97304-P006;IMP-M2-D47CB97304-P009;IMP-M2-D47CB97304-P010;IMP-M2-D47CB97304-P002;IMP-M2-D47CB97304-P003	No automatic guess applied.
IMP-DL-15679DEE8D-S013	SOLUTION	Downloads/theory-of-analysis - Copy.tex		IMP-DL-15679DEE8D-P007	IMP-DL-15679DEE8D-P007	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-15679DEE8D-P007	Existing structural link retained.
IMP-DL-15679DEE8D-S014	SOLUTION	Downloads/theory-of-analysis - Copy.tex		IMP-DL-15679DEE8D-P008	IMP-DL-15679DEE8D-P008	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-15679DEE8D-P008	Existing structural link retained.
IMP-DL-15679DEE8D-S015	SOLUTION	Downloads/theory-of-analysis - Copy.tex		IMP-DL-15679DEE8D-R002718-2C4598EE	IMP-DL-15679DEE8D-R002718-2C4598EE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-15679DEE8D-R002718-2C4598EE	Existing structural link retained.
IMP-DL-2370D81D66-S001	SOLUTION	Downloads/theory-of-analysis-FD.tex	1.5	IMP-DL-2370D81D66-P007	IMP-DL-2370D81D66-P007	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P007	Existing structural link retained.
IMP-DL-2370D81D66-S002	SOLUTION	Downloads/theory-of-analysis-FD.tex	1.6	IMP-DL-2370D81D66-P012	IMP-DL-2370D81D66-P012	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P012	Existing structural link retained.
IMP-DL-2370D81D66-S003	SOLUTION	Downloads/theory-of-analysis-FD.tex	1.6	IMP-DL-2370D81D66-P012	IMP-DL-2370D81D66-P012	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P012	Existing structural link retained.
IMP-DL-2370D81D66-S004	SOLUTION	Downloads/theory-of-analysis-FD.tex	1.6	IMP-DL-2370D81D66-P012	IMP-DL-2370D81D66-P012	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P012	Existing structural link retained.
IMP-DL-2370D81D66-S005	SOLUTION	Downloads/theory-of-analysis-FD.tex	1.7	IMP-DL-2370D81D66-P013	IMP-DL-2370D81D66-P013	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P013	Existing structural link retained.
IMP-DL-2370D81D66-S006	SOLUTION	Downloads/theory-of-analysis-FD.tex	1.7	IMP-DL-2370D81D66-P013	IMP-DL-2370D81D66-P013	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P013	Existing structural link retained.
IMP-DL-2370D81D66-S007	SOLUTION	Downloads/theory-of-analysis-FD.tex	2.1	IMP-DL-2370D81D66-P014	IMP-DL-2370D81D66-P014	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P014	Existing structural link retained.
IMP-DL-2370D81D66-S008	SOLUTION	Downloads/theory-of-analysis-FD.tex	2.4	IMP-DL-2370D81D66-P024	IMP-DL-2370D81D66-P024	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P024	Existing structural link retained.
IMP-DL-2370D81D66-S009	SOLUTION	Downloads/theory-of-analysis-FD.tex	2.5	IMP-DL-2370D81D66-P033	IMP-DL-2370D81D66-P033	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P033	Existing structural link retained.
IMP-DL-2370D81D66-S010	SOLUTION	Downloads/theory-of-analysis-FD.tex	2.6.	IMP-DL-2370D81D66-P066	IMP-DL-2370D81D66-P066	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P066	Existing structural link retained.
IMP-DL-2370D81D66-S011	SOLUTION	Downloads/theory-of-analysis-FD.tex	2.6.	IMP-DL-2370D81D66-P066	IMP-DL-2370D81D66-P066	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P066	Existing structural link retained.
IMP-DL-2370D81D66-S012	SOLUTION	Downloads/theory-of-analysis-FD.tex	2.6.	IMP-DL-2370D81D66-P066	IMP-DL-2370D81D66-P066	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P066	Existing structural link retained.
IMP-DL-2370D81D66-S013	SOLUTION	Downloads/theory-of-analysis-FD.tex	2.6.	IMP-DL-2370D81D66-P066	IMP-DL-2370D81D66-P066	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P066	Existing structural link retained.
IMP-DL-2370D81D66-S014	SOLUTION	Downloads/theory-of-analysis-FD.tex	2.6.	IMP-DL-2370D81D66-P066	IMP-DL-2370D81D66-P066	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P066	Existing structural link retained.
IMP-DL-2370D81D66-S015	SOLUTION	Downloads/theory-of-analysis-FD.tex	2.6.	IMP-DL-2370D81D66-P066	IMP-DL-2370D81D66-P066	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-2370D81D66-P066	Existing structural link retained.
IMP-DL-11EDF39EA7-S001	SOLUTION	Downloads/theory-of-analysis-FD2.tex				UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-2370D81D66-P066;IMP-DL-2370D81D66-P068;IMP-M2-68556E3D88-P031;IMP-M2-68556E3D88-P009;IMP-M2-68556E3D88-P039;IMP-M2-68556E3D88-P005;IMP-DL-2370D81D66-P014;IMP-M2-68556E3D88-P018	No automatic guess applied.
IMP-DL-11EDF39EA7-S002	SOLUTION	Downloads/theory-of-analysis-FD2.tex		IMP-DL-11EDF39EA7-P004	IMP-DL-11EDF39EA7-P004	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P004	Existing structural link retained.
IMP-DL-11EDF39EA7-S003	SOLUTION	Downloads/theory-of-analysis-FD2.tex		IMP-DL-11EDF39EA7-P005	IMP-DL-11EDF39EA7-P005	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P005	Existing structural link retained.
IMP-DL-11EDF39EA7-S004	SOLUTION	Downloads/theory-of-analysis-FD2.tex	3.4.	IMP-DL-11EDF39EA7-P006	IMP-DL-11EDF39EA7-P006	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P006	Existing structural link retained.
IMP-DL-11EDF39EA7-S005	SOLUTION	Downloads/theory-of-analysis-FD2.tex	3.5.	IMP-DL-11EDF39EA7-P007	IMP-DL-11EDF39EA7-P007	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P007	Existing structural link retained.
IMP-DL-11EDF39EA7-S006	SOLUTION	Downloads/theory-of-analysis-FD2.tex	3.5.	IMP-DL-11EDF39EA7-P007	IMP-DL-11EDF39EA7-P007	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P007	Existing structural link retained.
IMP-DL-11EDF39EA7-S007	SOLUTION	Downloads/theory-of-analysis-FD2.tex	3.5.	IMP-DL-11EDF39EA7-P007	IMP-DL-11EDF39EA7-P007	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P007	Existing structural link retained.
IMP-DL-11EDF39EA7-S008	SOLUTION	Downloads/theory-of-analysis-FD2.tex	3.5.	IMP-DL-11EDF39EA7-P007	IMP-DL-11EDF39EA7-P007	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P007	Existing structural link retained.
IMP-DL-11EDF39EA7-S009	SOLUTION	Downloads/theory-of-analysis-FD2.tex	3.6	IMP-DL-11EDF39EA7-P008	IMP-DL-11EDF39EA7-P008	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P008	Existing structural link retained.
IMP-DL-11EDF39EA7-S010	SOLUTION	Downloads/theory-of-analysis-FD2.tex	4.4	IMP-M2-1D2863B81A-P001	IMP-M2-1D2863B81A-P001	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-1D2863B81A-P001	Existing structural link retained.
IMP-DL-11EDF39EA7-S011	SOLUTION	Downloads/theory-of-analysis-FD2.tex	4.5			UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-183AD43C4C-R000676-FE3FC0F2;IMP-M2-1895C43FC6-R000676-FE3FC0F2;IMP-DL-20E278E436-R000618-FE3FC0F2;IMP-M2-50B0B212DD-R000618-FE3FC0F2;IMP-DL-11EDF39EA7-P031;IMP-DL-11EDF39EA7-P011;IMP-DL-11EDF39EA7-P039;IMP-M2-68556E3D88-P031	No automatic guess applied.
IMP-DL-11EDF39EA7-S012	SOLUTION	Downloads/theory-of-analysis-FD2.tex	4.6	IMP-DL-11EDF39EA7-P015	IMP-DL-11EDF39EA7-P015	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P015	Existing structural link retained.
IMP-DL-11EDF39EA7-S013	SOLUTION	Downloads/theory-of-analysis-FD2.tex	4.7	IMP-DL-11EDF39EA7-P017	IMP-DL-11EDF39EA7-P017	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P017	Existing structural link retained.
IMP-DL-11EDF39EA7-S014	SOLUTION	Downloads/theory-of-analysis-FD2.tex	5.1	IMP-DL-11EDF39EA7-P018	IMP-DL-11EDF39EA7-P018	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P018	Existing structural link retained.
IMP-DL-11EDF39EA7-S015	SOLUTION	Downloads/theory-of-analysis-FD2.tex	5.2	IMP-DL-11EDF39EA7-P019	IMP-DL-11EDF39EA7-P019	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P019	Existing structural link retained.
IMP-DL-11EDF39EA7-S016	SOLUTION	Downloads/theory-of-analysis-FD2.tex	5.7	IMP-DL-11EDF39EA7-P027	IMP-DL-11EDF39EA7-P027	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P027	Existing structural link retained.
IMP-DL-11EDF39EA7-S017	SOLUTION	Downloads/theory-of-analysis-FD2.tex	2	IMP-DL-11EDF39EA7-P031	IMP-DL-11EDF39EA7-P031	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P031	Existing structural link retained.
IMP-DL-11EDF39EA7-S018	SOLUTION	Downloads/theory-of-analysis-FD2.tex		IMP-DL-11EDF39EA7-P031	IMP-DL-11EDF39EA7-P031	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P031	Existing structural link retained.
IMP-DL-11EDF39EA7-S019	SOLUTION	Downloads/theory-of-analysis-FD2.tex		IMP-DL-11EDF39EA7-P031	IMP-DL-11EDF39EA7-P031	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-11EDF39EA7-P031	Existing structural link retained.
IMP-DL-E532B44856-S001	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	12	IMP-DL-E532B44856-P012	IMP-DL-E532B44856-P012	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P012	Existing structural link retained.
IMP-DL-E532B44856-S002	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	13	IMP-DL-E532B44856-P013	IMP-DL-E532B44856-P013	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P013	Existing structural link retained.
IMP-DL-E532B44856-S003	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	1	IMP-DL-E532B44856-P014	IMP-DL-E532B44856-P014	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P014	Existing structural link retained.
IMP-DL-E532B44856-S004	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	2	IMP-DL-E532B44856-P015	IMP-DL-E532B44856-P015	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P015	Existing structural link retained.
IMP-DL-E532B44856-S005	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	3	IMP-DL-E532B44856-P016	IMP-DL-E532B44856-P016	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P016	Existing structural link retained.
IMP-DL-E532B44856-S006	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	3	IMP-DL-E532B44856-P016	IMP-DL-E532B44856-P016	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P016	Existing structural link retained.
IMP-DL-E532B44856-S007	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	4	IMP-DL-E532B44856-P017	IMP-DL-E532B44856-P017	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P017	Existing structural link retained.
IMP-DL-E532B44856-S008	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	5	IMP-DL-E532B44856-P018	IMP-DL-E532B44856-P018	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P018	Existing structural link retained.
IMP-DL-E532B44856-S009	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	6	IMP-DL-E532B44856-P019	IMP-DL-E532B44856-P019	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P019	Existing structural link retained.
IMP-DL-E532B44856-S010	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	6(b)	IMP-DL-E532B44856-P026	IMP-DL-E532B44856-P026	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P026	Existing structural link retained.
IMP-DL-E532B44856-S011	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	7	IMP-DL-E532B44856-P027	IMP-DL-E532B44856-P027	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P027	Existing structural link retained.
IMP-DL-E532B44856-S012	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	6(b)	IMP-DL-E532B44856-P028	IMP-DL-E532B44856-P028	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P028	Existing structural link retained.
IMP-DL-E532B44856-S013	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	7	IMP-DL-E532B44856-P029	IMP-DL-E532B44856-P029	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-P029	Existing structural link retained.
IMP-DL-E532B44856-S014	SOLUTION	Downloads/theory-of-analysis-functions-II.tex	9	IMP-DL-E532B44856-R003161-BE832A99	IMP-DL-E532B44856-R003161-BE832A99	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-E532B44856-R003161-BE832A99	Existing structural link retained.
IMP-DL-316AE183C3-S001	SOLUTION	Downloads/theory-of-analysis-functions.tex	9	IMP-DL-316AE183C3-P012	IMP-DL-316AE183C3-P012	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P012	Existing structural link retained.
IMP-DL-316AE183C3-S002	SOLUTION	Downloads/theory-of-analysis-functions.tex	10	IMP-DL-316AE183C3-P015	IMP-DL-316AE183C3-P015	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P015	Existing structural link retained.
IMP-DL-316AE183C3-S003	SOLUTION	Downloads/theory-of-analysis-functions.tex	10	IMP-DL-316AE183C3-P023	IMP-DL-316AE183C3-P023	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P023	Existing structural link retained.
IMP-DL-316AE183C3-S004	SOLUTION	Downloads/theory-of-analysis-functions.tex	s.	IMP-DL-316AE183C3-P028	IMP-DL-316AE183C3-P028	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P028	Existing structural link retained.
IMP-DL-316AE183C3-S005	SOLUTION	Downloads/theory-of-analysis-functions.tex	1	IMP-DL-316AE183C3-P044	IMP-DL-316AE183C3-P044	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P044	Existing structural link retained.
IMP-DL-316AE183C3-S006	SOLUTION	Downloads/theory-of-analysis-functions.tex	2	IMP-DL-316AE183C3-P045	IMP-DL-316AE183C3-P045	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P045	Existing structural link retained.
IMP-DL-316AE183C3-S007	SOLUTION	Downloads/theory-of-analysis-functions.tex	5	IMP-DL-316AE183C3-P050	IMP-DL-316AE183C3-P050	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P050	Existing structural link retained.
IMP-DL-316AE183C3-S008	SOLUTION	Downloads/theory-of-analysis-functions.tex	6	IMP-DL-316AE183C3-P052	IMP-DL-316AE183C3-P052	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P052	Existing structural link retained.
IMP-DL-316AE183C3-S009	SOLUTION	Downloads/theory-of-analysis-functions.tex	7	IMP-DL-316AE183C3-P053	IMP-DL-316AE183C3-P053	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P053	Existing structural link retained.
IMP-DL-316AE183C3-S010	SOLUTION	Downloads/theory-of-analysis-functions.tex	8	IMP-DL-316AE183C3-P061	IMP-DL-316AE183C3-P061	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P061	Existing structural link retained.
IMP-DL-316AE183C3-S011	SOLUTION	Downloads/theory-of-analysis-functions.tex	9	IMP-DL-316AE183C3-P065	IMP-DL-316AE183C3-P065	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P065	Existing structural link retained.
IMP-DL-316AE183C3-S012	SOLUTION	Downloads/theory-of-analysis-functions.tex	10	IMP-DL-316AE183C3-P079	IMP-DL-316AE183C3-P079	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P079	Existing structural link retained.
IMP-DL-316AE183C3-S013	SOLUTION	Downloads/theory-of-analysis-functions.tex	11	IMP-DL-316AE183C3-P080	IMP-DL-316AE183C3-P080	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P080	Existing structural link retained.
IMP-DL-316AE183C3-S014	SOLUTION	Downloads/theory-of-analysis-functions.tex	12	IMP-DL-316AE183C3-P082	IMP-DL-316AE183C3-P082	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-316AE183C3-P082	Existing structural link retained.
IMP-DL-873C6F4098-S001	SOLUTION	Downloads/theory-of-analysis-II.tex	4	IMP-DL-873C6F4098-P004	IMP-DL-873C6F4098-P004	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P004	Existing structural link retained.
IMP-DL-873C6F4098-S002	SOLUTION	Downloads/theory-of-analysis-II.tex	7	IMP-DL-873C6F4098-P008	IMP-DL-873C6F4098-P008	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P008	Existing structural link retained.
IMP-DL-873C6F4098-S003	SOLUTION	Downloads/theory-of-analysis-II.tex	7	IMP-DL-873C6F4098-P010	IMP-DL-873C6F4098-P010	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P010	Existing structural link retained.
IMP-DL-873C6F4098-S004	SOLUTION	Downloads/theory-of-analysis-II.tex	9	IMP-DL-873C6F4098-P011	IMP-DL-873C6F4098-P011	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P011	Existing structural link retained.
IMP-DL-873C6F4098-S005	SOLUTION	Downloads/theory-of-analysis-II.tex	10	IMP-DL-873C6F4098-P012	IMP-DL-873C6F4098-P012	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P012	Existing structural link retained.
IMP-DL-873C6F4098-S006	SOLUTION	Downloads/theory-of-analysis-II.tex	11	IMP-DL-873C6F4098-P017	IMP-DL-873C6F4098-P017	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P017	Existing structural link retained.
IMP-DL-873C6F4098-S007	SOLUTION	Downloads/theory-of-analysis-II.tex	13	IMP-DL-873C6F4098-P022	IMP-DL-873C6F4098-P022	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P022	Existing structural link retained.
IMP-DL-873C6F4098-S008	SOLUTION	Downloads/theory-of-analysis-II.tex	3	IMP-DL-873C6F4098-P031	IMP-DL-873C6F4098-P031	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P031	Existing structural link retained.
IMP-DL-873C6F4098-S009	SOLUTION	Downloads/theory-of-analysis-II.tex	9	IMP-DL-873C6F4098-P042	IMP-DL-873C6F4098-P042	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-DL-873C6F4098-P042	Existing structural link retained.
