chapter_code	dossier_index	dossier_label	dossier_title	origin	source_file	source_block_id	source_selector	source_topic	note
IV/07	1	prob:iv07-dossier-01	Zeros and multiplicity diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T03.SECTION	zero|identity theorem	zeros identity	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/07	2	prob:iv07-dossier-02	Local factorization diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-series.tex	T02.SECTION	identity theorem|zeros	zeros identity	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/07	3	prob:iv07-dossier-03	Isolated zeros diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T03.EXERCISE_CHILDREN	descendant-of(zero|identity theorem)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/07	4	prob:iv07-dossier-04	Identity theorem diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T03.THEORY_CHILDREN	descendant-of(zero|identity theorem)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/07	5	prob:iv07-dossier-05	Uniqueness of analytic continuation diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-series.tex	T02.EXERCISE_CHILDREN	descendant-of(identity theorem|zeros)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/07	6	prob:iv07-dossier-06	Zero sets diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-series.tex	T02.THEORY_CHILDREN	descendant-of(identity theorem|zeros)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/07	7	prob:iv07-dossier-07	Multiplicity under products diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/07	8	prob:iv07-dossier-08	Applications diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/07	9	prob:iv07-dossier-09	Local zero factorization proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/07	10	prob:iv07-dossier-10	Isolated zeros proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/07	11	prob:iv07-dossier-11	Identity theorem proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/07	12	prob:iv07-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/08	1	prob:iv08-dossier-01	Laurent expansions diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T04.SECTION	Laurent	Laurent series	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/08	2	prob:iv08-dossier-02	Annuli of convergence diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all.tex	T02.SECTION	Laurent|singular|residue	series singularities residues	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/08	3	prob:iv08-dossier-03	Coefficient formula diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all2.tex	T02.SECTION	Laurent|singular|residue	series singularities residues	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/08	4	prob:iv08-dossier-04	Principal part diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-all-maps.tex	T02.SECTION	Laurent|singular|residue	series singularities residues	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/08	5	prob:iv08-dossier-05	Positive part diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-all.tex	T02.SECTION	Laurent|singular|residue	series singularities residues	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/08	6	prob:iv08-dossier-06	Geometric expansions diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-series.tex	T03.SECTION	Laurent	Laurent series	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/08	7	prob:iv08-dossier-07	Uniqueness diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T04.EXERCISE_CHILDREN	descendant-of(Laurent)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/08	8	prob:iv08-dossier-08	Residue preview diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T04.THEORY_CHILDREN	descendant-of(Laurent)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/08	9	prob:iv08-dossier-09	Laurent theorem proof dossier	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all.tex	T02.EXERCISE_CHILDREN	descendant-of(Laurent|singular|residue)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/08	10	prob:iv08-dossier-10	Laurent coefficient formula proof dossier	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all.tex	T02.THEORY_CHILDREN	descendant-of(Laurent|singular|residue)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/08	11	prob:iv08-dossier-11	Uniqueness proof dossier	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all2.tex	T02.EXERCISE_CHILDREN	descendant-of(Laurent|singular|residue)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/08	12	prob:iv08-dossier-12	Chapter synthesis	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all2.tex	T02.THEORY_CHILDREN	descendant-of(Laurent|singular|residue)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/09	1	prob:iv09-dossier-01	Removable singularities diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T05.SECTION	singularit|removable|pole|essential	singularities	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/09	2	prob:iv09-dossier-02	Poles diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-series.tex	T04.SECTION	isolated singularity|pole|essential	isolated singularities	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/09	3	prob:iv09-dossier-03	Essential singularities diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T05.EXERCISE_CHILDREN	descendant-of(singularit|removable|pole|essential)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/09	4	prob:iv09-dossier-04	Classification theorem diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T05.THEORY_CHILDREN	descendant-of(singularit|removable|pole|essential)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/09	5	prob:iv09-dossier-05	Riemann removable theorem diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-series.tex	T04.EXERCISE_CHILDREN	descendant-of(isolated singularity|pole|essential)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/09	6	prob:iv09-dossier-06	Casorati--Weierstrass diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-series.tex	T04.THEORY_CHILDREN	descendant-of(isolated singularity|pole|essential)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/09	7	prob:iv09-dossier-07	Behavior of reciprocals diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/09	8	prob:iv09-dossier-08	Singularity at infinity diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/09	9	prob:iv09-dossier-09	Classification by Laurent series proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/09	10	prob:iv09-dossier-10	Riemann removable singularity theorem proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/09	11	prob:iv09-dossier-11	Pole-zero reciprocity proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/09	12	prob:iv09-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/10	1	prob:iv10-dossier-01	Residue definition diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T09.SECTION	contour|residue|complex integral	contour bridge	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
