chapter_code	dossier_index	dossier_label	dossier_title	origin	source_file	source_block_id	source_selector	source_topic	note
IV/12	1	prob:iv12-dossier-01	Index of a closed curve diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all.tex	T03.SECTION	argument principle|winding|branch|logarithm	argument and branches	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/12	2	prob:iv12-dossier-02	Homotopy invariance diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all2.tex	T03.SECTION	argument principle|winding|branch|logarithm	argument and branches	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/12	3	prob:iv12-dossier-03	Local constancy diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-all-maps.tex	T03.SECTION	argument principle|winding|branch|logarithm	argument and branches	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/12	4	prob:iv12-dossier-04	Logarithmic derivative diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-all.tex	T03.SECTION	argument principle|winding|branch|logarithm	argument and branches	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/12	5	prob:iv12-dossier-05	Argument principle diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-next.tex	T03.SECTION	winding|argument principle	winding argument principle	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/12	6	prob:iv12-dossier-06	Change of argument diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-next2.tex	T01.SECTION	winding|argument principle	winding and argument	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/12	7	prob:iv12-dossier-07	Counting polynomial roots diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-topology.tex	T03.SECTION	winding|homotopy of curves	winding/topological complex bridge	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/12	8	prob:iv12-dossier-08	Integer-valued index proof dossier	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all.tex	T03.EXERCISE_CHILDREN	descendant-of(argument principle|winding|branch|logarithm)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/12	9	prob:iv12-dossier-09	Argument principle proof dossier	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all.tex	T03.THEORY_CHILDREN	descendant-of(argument principle|winding|branch|logarithm)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/12	10	prob:iv12-dossier-10	Homotopy invariance of index proof dossier	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all2.tex	T03.EXERCISE_CHILDREN	descendant-of(argument principle|winding|branch|logarithm)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/12	11	prob:iv12-dossier-11	Local constancy of index proof dossier	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all2.tex	T03.THEORY_CHILDREN	descendant-of(argument principle|winding|branch|logarithm)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/12	12	prob:iv12-dossier-12	Chapter synthesis	CORPUS_GUIDED	theory-of-complex-analysis-all-maps.tex	T03.EXERCISE_CHILDREN	descendant-of(argument principle|winding|branch|logarithm)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/13	1	prob:iv13-dossier-01	Boundary domination diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-next.tex	T04.SECTION	Rouché|Rouche	Rouche	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
