chapter_code	dossier_index	dossier_label	dossier_title	origin	source_file	source_block_id	source_selector	source_topic	note
IV/01	1	prob:iv01-dossier-01	Complex derivative diagnostic	CORPUS_GUIDED	diagrams_01-13_tikz.tex	S01	Problem 1|Problem 2|Problem 3|Problem 4|Problem 5|Problem 6	Problems 1-6 complex-plane diagrams	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/01	2	prob:iv01-dossier-02	Real-linear viewpoint diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T01.SECTION	complex differentiable|derivative	complex differentiability	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/01	3	prob:iv01-dossier-03	Directional consistency diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T01.EXERCISE_CHILDREN	descendant-of(complex differentiable|derivative)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/01	4	prob:iv01-dossier-04	Holomorphic functions diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T01.THEORY_CHILDREN	descendant-of(complex differentiable|derivative)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/01	5	prob:iv01-dossier-05	Elementary examples diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/01	6	prob:iv01-dossier-06	Algebra rules diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/01	7	prob:iv01-dossier-07	Local linearization diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/01	8	prob:iv01-dossier-08	Rigidity preview diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/01	9	prob:iv01-dossier-09	Complex-linear characterization proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/01	10	prob:iv01-dossier-10	Product rule proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/01	11	prob:iv01-dossier-11	Chain rule proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/01	12	prob:iv01-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/02	1	prob:iv02-dossier-01	Cartesian form diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T02.SECTION	Cauchy-Riemann|Wirtinger	Cauchy-Riemann	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/02	2	prob:iv02-dossier-02	Derivation from directions diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T02.EXERCISE_CHILDREN	descendant-of(Cauchy-Riemann|Wirtinger)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/02	3	prob:iv02-dossier-03	Sufficiency with regularity diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T02.THEORY_CHILDREN	descendant-of(Cauchy-Riemann|Wirtinger)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/02	4	prob:iv02-dossier-04	Polar form diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/02	5	prob:iv02-dossier-05	Harmonic components diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/02	6	prob:iv02-dossier-06	Harmonic conjugates diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/02	7	prob:iv02-dossier-07	Jacobian geometry diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/02	8	prob:iv02-dossier-08	Failure examples diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/02	9	prob:iv02-dossier-09	Cauchy--Riemann necessity proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/02	10	prob:iv02-dossier-10	Sufficiency under $C^1$ hypotheses proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/02	11	prob:iv02-dossier-11	Harmonicity proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/02	12	prob:iv02-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/03	1	prob:iv03-dossier-01	Complex power series diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-series.tex	T01.SECTION	power series|radius of convergence	power series	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/03	2	prob:iv03-dossier-02	Absolute convergence diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T03.SECTION	analytic|power series	analytic power series	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/03	3	prob:iv03-dossier-03	Uniform convergence on compact subdisks diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-series.tex	T01.EXERCISE_CHILDREN	descendant-of(power series|radius of convergence)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/03	4	prob:iv03-dossier-04	Termwise differentiation diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-series.tex	T01.THEORY_CHILDREN	descendant-of(power series|radius of convergence)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/03	5	prob:iv03-dossier-05	Termwise integration diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T03.EXERCISE_CHILDREN	descendant-of(analytic|power series)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/03	6	prob:iv03-dossier-06	Analytic functions diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T03.THEORY_CHILDREN	descendant-of(analytic|power series)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/03	7	prob:iv03-dossier-07	Taylor coefficients diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/03	8	prob:iv03-dossier-08	Uniqueness of expansion diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/03	9	prob:iv03-dossier-09	Uniform convergence on compact subdisks proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/03	10	prob:iv03-dossier-10	Termwise differentiation proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/03	11	prob:iv03-dossier-11	Coefficient uniqueness proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/03	12	prob:iv03-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete coverage.
IV/04	1	prob:iv04-dossier-01	Parametrized curves diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T01.SECTION	contour|complex integral	complex integration	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/04	2	prob:iv04-dossier-02	Contour integral diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all.tex	T01.SECTION	Cauchy|contour|integral	Cauchy contour core	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/04	3	prob:iv04-dossier-03	Reparameterization diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all2.tex	T01.SECTION	Cauchy|contour|integral	Cauchy contour core	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/04	4	prob:iv04-dossier-04	ML estimate diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-all-maps.tex	T01.SECTION	Cauchy|contour|integral	Cauchy contour core	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/04	5	prob:iv04-dossier-05	Primitives diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-all.tex	T01.SECTION	Cauchy|contour|integral	Cauchy contour core	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/04	6	prob:iv04-dossier-06	Closed curves diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-next.tex	T01.SECTION	contour|Cauchy	contours and Cauchy methods	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/04	7	prob:iv04-dossier-07	Polygonal and circular contours diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T04.SECTION	complex integral|contour integral	complex integration	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/04	8	prob:iv04-dossier-08	Reparameterization invariance proof dossier	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T01.EXERCISE_CHILDREN	descendant-of(contour|complex integral)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/04	9	prob:iv04-dossier-09	ML inequality proof dossier	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T01.THEORY_CHILDREN	descendant-of(contour|complex integral)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/04	10	prob:iv04-dossier-10	Fundamental theorem for contour integrals proof dossier	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all.tex	T01.EXERCISE_CHILDREN	descendant-of(Cauchy|contour|integral)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/04	11	prob:iv04-dossier-11	Primitive criterion on connected domains proof dossier	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all.tex	T01.THEORY_CHILDREN	descendant-of(Cauchy|contour|integral)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/04	12	prob:iv04-dossier-12	Chapter synthesis	CORPUS_GUIDED	theory-of-complex-analysis-all-maps-all2.tex	T01.EXERCISE_CHILDREN	descendant-of(Cauchy|contour|integral)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/05	1	prob:iv05-dossier-01	Triangle theorem diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T02.SECTION	Cauchy theorem|Cauchy integral	Cauchy theorem/formula	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/05	2	prob:iv05-dossier-02	Polygonal domains diagnostic	CORPUS_GUIDED	theory-of-complex-analysis.tex	T05.SECTION	Cauchy theorem|Goursat	Cauchy theorem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/05	3	prob:iv05-dossier-03	Simply connected domains diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T02.EXERCISE_CHILDREN	descendant-of(Cauchy theorem|Cauchy integral)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
IV/05	4	prob:iv05-dossier-04	Homotopy invariance diagnostic	CORPUS_GUIDED	theory-of-complex-analysis-2.tex	T02.THEORY_CHILDREN	descendant-of(Cauchy theorem|Cauchy integral)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution newly authored.
