source_file	source_family	source_block_id	block_kind	source_selector	source_topic	destination	precedence	source_exists	disposition	canonical_dossier_label
theory-of-analysis-functions.tex	ANALYSIS	T01.SECTION	SECTION_OR_SUBSECTION	sigma|measure|outer measure	sigma algebras and measures	III/01	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii01-dossier-01
theory-of-analysis-functions.tex	ANALYSIS	T01.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(sigma|measure|outer measure)	problem|exercise|solution|worked problem	III/01	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii01-dossier-02
theory-of-analysis-functions.tex	ANALYSIS	T01.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(sigma|measure|outer measure)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/01	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii01-dossier-03
theory-of-analysis-functions.tex	ANALYSIS	FALLBACK.ALL_UNMATCHED	ANY_UNMATCHED_BLOCK	* unmatched after higher-precedence selectors	all remaining sections/theorem-like/problem blocks	III/01	10	YES	ROUTED_TO_CHAPTER_CONTEXT	-
theory-of-analysis-functions.tex	ANALYSIS	T02.SECTION	SECTION_OR_SUBSECTION	measurable function	measurable functions	III/02	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii02-dossier-01
theory-of-analysis-functions.tex	ANALYSIS	T02.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(measurable function)	problem|exercise|solution|worked problem	III/02	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii02-dossier-02
theory-of-analysis-functions.tex	ANALYSIS	T02.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(measurable function)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/02	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii02-dossier-03
theory-of-analysis-functions.tex	ANALYSIS	T03.SECTION	SECTION_OR_SUBSECTION	Lebesgue integral|simple function	Lebesgue integral	III/03	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii03-dossier-01
theory-of-analysis-functions.tex	ANALYSIS	T03.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Lebesgue integral|simple function)	problem|exercise|solution|worked problem	III/03	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii03-dossier-02
theory-of-analysis-functions.tex	ANALYSIS	T03.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Lebesgue integral|simple function)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/03	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii03-dossier-03
theory-of-analysis-functions.tex	ANALYSIS	T04.SECTION	SECTION_OR_SUBSECTION	monotone convergence|dominated convergence|Fatou	convergence theorems	III/04	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii04-dossier-01
theory-of-analysis-functions.tex	ANALYSIS	T04.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(monotone convergence|dominated convergence|Fatou)	problem|exercise|solution|worked problem	III/04	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii04-dossier-02
theory-of-analysis-functions.tex	ANALYSIS	T04.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(monotone convergence|dominated convergence|Fatou)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/04	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii04-dossier-03
theory-of-analysis-functions.tex	ANALYSIS	T05.SECTION	SECTION_OR_SUBSECTION	product measure|Fubini|Tonelli	product measures Fubini	III/05	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii05-dossier-01
theory-of-analysis-functions.tex	ANALYSIS	T05.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(product measure|Fubini|Tonelli)	problem|exercise|solution|worked problem	III/05	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii05-dossier-02
theory-of-analysis-functions.tex	ANALYSIS	T05.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(product measure|Fubini|Tonelli)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/05	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii05-dossier-03
theory-of-analysis-functions.tex	ANALYSIS	T06.SECTION	SECTION_OR_SUBSECTION	L^p|Lp space	Lp spaces	III/06	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii06-dossier-01
theory-of-analysis-functions.tex	ANALYSIS	T06.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(L^p|Lp space)	problem|exercise|solution|worked problem	III/06	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii06-dossier-02
theory-of-analysis-functions.tex	ANALYSIS	T06.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(L^p|Lp space)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/06	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii06-dossier-03
theory-of-analysis-functions.tex	ANALYSIS	T07.SECTION	SECTION_OR_SUBSECTION	Hölder|Holder|Minkowski|interpolation	Holder Minkowski interpolation	III/07	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii07-dossier-01
theory-of-analysis-functions.tex	ANALYSIS	T07.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Hölder|Holder|Minkowski|interpolation)	problem|exercise|solution|worked problem	III/07	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii07-dossier-02
theory-of-analysis-functions.tex	ANALYSIS	T07.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Hölder|Holder|Minkowski|interpolation)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/07	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii07-dossier-03
theory-of-analysis-functions.tex	ANALYSIS	T08.SECTION	SECTION_OR_SUBSECTION	Egorov|Vitali|weak-L|weak L	Egorov Vitali weak Lp	III/08	100	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii08-dossier-01
theory-of-analysis-functions.tex	ANALYSIS	T08.EXERCISE_CHILDREN	PROBLEM_EXERCISE_SOLUTION	descendant-of(Egorov|Vitali|weak-L|weak L)	problem|exercise|solution|worked problem	III/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii08-dossier-02
theory-of-analysis-functions.tex	ANALYSIS	T08.THEORY_CHILDREN	THEOREM_LIKE	descendant-of(Egorov|Vitali|weak-L|weak L)	definition|theorem|lemma|proposition|corollary|remark|warning|example	III/08	90	YES	CORPUS_GUIDED_CANONICAL_PROBLEM	prob:iii08-dossier-03
