chapter_code	dossier_index	dossier_label	dossier_title	origin	source_file	source_block_id	source_selector	source_topic	note
III/01	1	prob:iii01-dossier-01	Sigma-algebras diagnostic	CORPUS_GUIDED	theory-of-analysis-functions.tex	T01.SECTION	sigma|measure|outer measure	sigma algebras and measures	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/01	2	prob:iii01-dossier-02	Generated sigma-algebras diagnostic	CORPUS_GUIDED	theory-of-analysis-functions.tex	T01.EXERCISE_CHILDREN	descendant-of(sigma|measure|outer measure)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/01	3	prob:iii01-dossier-03	Borel sets diagnostic	CORPUS_GUIDED	theory-of-analysis-functions.tex	T01.THEORY_CHILDREN	descendant-of(sigma|measure|outer measure)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/01	4	prob:iii01-dossier-04	Measures diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/01	5	prob:iii01-dossier-05	Finite and sigma-finite measures diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/01	6	prob:iii01-dossier-06	Continuity from below diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/01	7	prob:iii01-dossier-07	Continuity from above diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/01	8	prob:iii01-dossier-08	Completion and null sets diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/01	9	prob:iii01-dossier-09	Continuity from below proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/01	10	prob:iii01-dossier-10	Continuity from above proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/01	11	prob:iii01-dossier-11	Countable subadditivity proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/01	12	prob:iii01-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/02	1	prob:iii02-dossier-01	Inverse-image definition diagnostic	CORPUS_GUIDED	theory-of-analysis-functions.tex	T02.SECTION	measurable function	measurable functions	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/02	2	prob:iii02-dossier-02	Ray criteria diagnostic	CORPUS_GUIDED	theory-of-analysis-functions.tex	T02.EXERCISE_CHILDREN	descendant-of(measurable function)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/02	3	prob:iii02-dossier-03	Algebraic operations diagnostic	CORPUS_GUIDED	theory-of-analysis-functions.tex	T02.THEORY_CHILDREN	descendant-of(measurable function)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/02	4	prob:iii02-dossier-04	Pointwise limits diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/02	5	prob:iii02-dossier-05	Simple functions diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/02	6	prob:iii02-dossier-06	Approximation from below diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/02	7	prob:iii02-dossier-07	Almost-everywhere equivalence diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
