chapter_code	dossier_index	dossier_label	dossier_title	origin	source_file	source_block_id	source_selector	source_topic	note
III/23	1	prob:iii23-dossier-01	Strong and weak formulations diagnostic	CORPUS_GUIDED	wiki-green.tex	T06.SECTION	weak formulation|Sobolev	weak formulations	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/23	2	prob:iii23-dossier-02	Energy spaces diagnostic	CORPUS_GUIDED	wiki-green.tex	T06.EXERCISE_CHILDREN	descendant-of(weak formulation|Sobolev)	problem|exercise|solution|worked problem	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/23	3	prob:iii23-dossier-03	Bilinear forms diagnostic	CORPUS_GUIDED	wiki-green.tex	T06.THEORY_CHILDREN	descendant-of(weak formulation|Sobolev)	definition|theorem|lemma|proposition|corollary|remark|warning|example	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
III/23	4	prob:iii23-dossier-04	Linear functionals diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/23	5	prob:iii23-dossier-05	Coercivity diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/23	6	prob:iii23-dossier-06	Weak boundary conditions diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/23	7	prob:iii23-dossier-07	Galerkin approximation diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/23	8	prob:iii23-dossier-08	Uniqueness by energy diagnostic	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/23	9	prob:iii23-dossier-09	Lax--Milgram theorem proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/23	10	prob:iii23-dossier-10	Energy uniqueness proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/23	11	prob:iii23-dossier-11	Galerkin stability proof dossier	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/23	12	prob:iii23-dossier-12	Chapter synthesis	FRESH_CANONICAL	-	-	-	-	Fresh canonical dossier added to complete the chapter contract.
III/24	1	prob:iii24-dossier-01	Definition diagnostic	CORPUS_GUIDED	theory-of-analysis-FD.tex	T08.SECTION	fundamental solution|Yukawa|Laplace operator|Helmholtz	fundamental solutions	Retained corpus rule guided the canonical dossier; statement and solution are newly authored.
